project_name,project_url,num_commits,project_age_days,project_created_at,num_contributors,num_pull,num_issues,num_stargazers,num_watchers,num_forks,num_subscribers,SecurityPolicy_url_endpoint,SecurityPolicy_content,SecurityPolicy_created_at,SecurityPolicy_content_category,SecurityPolicy_reporting_mechanism,Aggregate-Score,Binary-Artifacts,Branch-Protection,CI-Tests,CII-Best-Practices,Code-Review,Contributors,Dangerous-Workflow,Dependency-Update-Tool,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities,num_bug_high,num_bug_medium,num_bug_low,num_bug_blocker,num_vulnerabilities_high,num_vulnerabilities_medium,num_vulnerabilities_low,num_vulnerabilities_blocker,num_code_smell_high,num_code_smell_medium,num_code_smell_low,num_code_smell_blocker
awslabs/autogluon,https://github.com/awslabs/autogluon,2350,1919,2019-07-29,115,2658,4105,7976,7976,925,97,https://api.github.com/repos/awslabs/autogluon/contents/SECURITY.md,"# Security Policy

## Supported Versions

| Version       | Supported          |
| ------------- | ------------------ |
| 1.1.1         | :white_check_mark: |
| < 1.1.1       | :x:                |

## How we do security


As much as possible, AutoGluon relies on automated tools to do security scanning. In particular, we support:

1. Dependency Analysis: Using Dependabot
2. Docker Scanning: Using Snyk
3. Code Analysis: Using CodeGuru


## Reporting a Vulnerability

Report any security vulnerabilities to `autogluon-security@amazon.com`. This email directly links to the Autogluon security maintenance team. Once the security vulnerability is confirmed, we will work privately on a patch, aiming to produce a dedicated bugfix release as swiftly as complexity allows.",2024-06-27 16:57:09,"['Generic policy', 'Scope of practice', 'User guideline', 'Reporting mechanism']",email,6.4,10,0,10,0,10,10,10,0,0,10,10,10,0,10,10,-1,0,10,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,33.0,16.0,0.0
awslabs/sockeye,https://github.com/awslabs/sockeye,836,2700,2017-06-08,52,798,1109,1211,1211,323,50,https://api.github.com/repos/awslabs/.github/contents/SECURITY.md,"## Reporting Security Issues

Amazon Web Services (AWS) is dedicated to the responsible disclosure of security vulnerabilities.  
  
We kindly ask that you **do not** open a public GitHub issue to report security concerns.  
  
Instead, please submit the issue to the AWS Vulnerability Disclosure Program via [HackerOne](https://hackerone.com/aws_vdp) or send your report via [email](mailto:aws-security@amazon.com).  
  
For more details, visit the [AWS Vulnerability Reporting Page](http://aws.amazon.com/security/vulnerability-reporting/).  

Thank you in advance for collaborating with us to help protect our customers.
",2019-05-23 23:53:18,['Reporting mechanism'],email,5.1,10,8,2,0,10,10,10,0,0,10,0,-1,0,0,10,-1,0,7,16.0,146.0,17.0,2.0,1.0,0.0,0.0,12.0,497.0,1484.0,2990.0,6.0
azure/azure-cli,https://github.com/azure/azure-cli,12220,3191,2016-02-04,409,12682,29828,4008,4008,2982,177,https://api.github.com/repos/azure/azure-cli/contents/SECURITY.md,"<!-- BEGIN MICROSOFT SECURITY.MD V0.0.7 BLOCK -->

## Security

Microsoft takes the security of our software products and services seriously, which includes all source code repositories managed through our GitHub organizations, which include [Microsoft](https://github.com/Microsoft), [Azure](https://github.com/Azure), [DotNet](https://github.com/dotnet), [AspNet](https://github.com/aspnet), [Xamarin](https://github.com/xamarin), and [our GitHub organizations](https://opensource.microsoft.com/).

If you believe you have found a security vulnerability in any Microsoft-owned repository that meets [Microsoft's definition of a security vulnerability](https://aka.ms/opensource/security/definition), please report it to us as described below.

## Reporting Security Issues

**Please do not report security vulnerabilities through public GitHub issues.**

Instead, please report them to the Microsoft Security Response Center (MSRC) at [https://msrc.microsoft.com/create-report](https://aka.ms/opensource/security/create-report).

If you prefer to submit without logging in, send email to [secure@microsoft.com](mailto:secure@microsoft.com).  If possible, encrypt your message with our PGP key; please download it from the [Microsoft Security Response Center PGP Key page](https://aka.ms/opensource/security/pgpkey).

You should receive a response within 24 hours. If for some reason you do not, please follow up via email to ensure we received your original message. Additional information can be found at [microsoft.com/msrc](https://aka.ms/opensource/security/msrc). 

Please include the requested information listed below (as much as you can provide) to help us better understand the nature and scope of the possible issue:

  * Type of issue (e.g. buffer overflow, SQL injection, cross-site scripting, etc.)
  * Full paths of source file(s) related to the manifestation of the issue
  * The location of the affected source code (tag/branch/commit or direct URL)
  * Any special configuration required to reproduce the issue
  * Step-by-step instructions to reproduce the issue
  * Proof-of-concept or exploit code (if possible)
  * Impact of the issue, including how an attacker might exploit the issue

This information will help us triage your report more quickly.

If you are reporting for a bug bounty, more complete reports can contribute to a higher bounty award. Please visit our [Microsoft Bug Bounty Program](https://aka.ms/opensource/security/bounty) page for more details about our active programs.

## Preferred Languages

We prefer all communications to be in English.

## Policy

Microsoft follows the principle of [Coordinated Vulnerability Disclosure](https://aka.ms/opensource/security/cvd).

<!-- END MICROSOFT SECURITY.MD BLOCK -->
",2022-05-19 01:13:23,"['Generic policy', 'Reporting mechanism', 'Additional information', 'User guideline']",email_external,4.8,0,1,9,0,10,10,10,10,0,10,10,-1,0,0,10,0,0,4,,,,,,,,,,,,
benoitc/gunicorn,https://github.com/benoitc/gunicorn,3178,5447,2009-11-30,346,1136,3262,9823,9823,1752,225,https://api.github.com/repos/benoitc/gunicorn/contents/SECURITY.md,"# Security Policy

## Reporting a Vulnerability

**Please note that public Github issues are open for everyone to see!**

If you believe you are found a problem in Gunicorn software, examples or documentation, we encourage you to send your
 report privately via [email](mailto:security@gunicorn.org?subject=Security%20issue%20in%20Gunicorn), or via Github
 using the *Report a vulnerability* button in the [Security](https://github.com/benoitc/gunicorn/security) section.

## Supported Releases

At this time, **only the latest release** receives any security attention whatsoever.

Please target reports against :white_check_mark: or current master. Please understand that :x: will
 not receive further security attention.

| Version | Status          |
| ------- | ------------------ |
| 23.0.0  | :white_check_mark: |
| 22.0.0  | :x: |
| 21.2.0  | :x: |
| 20.0.0  | :x: |
| < 20.0  | :x: |

## Python Versions

Gunicorn runs on Python 3.7+, we *highly recommend* the latest release of a 
[supported series](https://devguide.python.org/versions/) and will not prioritize issues exclusively 
affecting in EoL environments.
",2023-12-15 12:33:31,"['Generic policy', 'Reporting mechanism', 'Scope of practice', 'User guideline']",email_advisory,7.6,10,3,6,0,6,10,10,10,10,9,10,-1,0,0,10,-1,10,10,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,214.0,130.0,40.0,12.0
bentoml/bentoml,https://github.com/bentoml/bentoml,3331,2038,2019-04-02,203,3709,4781,7109,7109,790,78,https://api.github.com/repos/bentoml/bentoml/contents/SECURITY.md,"# Security Policy

## Supported Versions

BentoML is currently under active development and releases a new version
every 2-3 weeks. We always recommend users to move to a newer version
when it became available, and we only provide security updates in the
latest version.

If you are using an older version of BentoML and would like to receive
security patches, let us know via
[BentoML Slack Channel](https://join.slack.bentoml.org)
or [BentoML Discussions](https://github.com/bentoml/BentoML/discussions).


## Reporting a Vulnerability

To report a vulnerability, please do not share it publicly on GitHub
nor the community slack channel. Instead, contact the BentoML team
directly via email first: contact@bentoml.ai
",2020-09-20 21:45:37,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email,7.2,10,6,10,0,8,10,10,10,0,10,10,10,0,9,10,-1,0,7,23.0,168.0,15.0,35.0,6.0,0.0,0.0,4.0,1210.0,837.0,748.0,7.0
berriai/litellm,https://github.com/berriai/litellm,18205,461,2023-07-27,324,2890,6332,13356,13356,1567,72,https://api.github.com/repos/berriai/litellm/contents/security.md,"# Data Privacy and Security

## Security Measures

### LiteLLM Github

- All commits run through Github's CodeQL checking

### Self-hosted Instances LiteLLM

- **No data or telemetry is stored on LiteLLM Servers when you self host**
- For installation and configuration, see: [Self-hosting guided](https://docs.litellm.ai/docs/proxy/deploy)
- **Telemetry** We run no telemetry when you self host LiteLLM

### LiteLLM Cloud

- We encrypt all data stored using your `LITELLM_MASTER_KEY` and in transit using TLS.
- Our database and application run on GCP, AWS infrastructure, partly managed by NeonDB.
    - US data region: Northern California (AWS/GCP `us-west-1`) & Virginia (AWS `us-east-1`)
    - EU data region Germany/Frankfurt (AWS/GCP `eu-central-1`)
- All users have access to SSO (Single Sign-On) through OAuth 2.0 with Google, Okta, Microsoft, KeyCloak. 
- Audit Logs with retention policy
- Control Allowed IP Addresses that can access your Cloud LiteLLM Instance

For security inquiries, please contact us at support@berri.ai


For security inquiries, please contact us at support@berri.ai

#### Supported data regions for LiteLLM Cloud

LiteLLM supports the following data regions:

- US, Northern California (AWS/GCP `us-west-1`)
- Europe, Frankfurt, Germany (AWS/GCP `eu-central-1`)

All data, user accounts, and infrastructure are completely separated between these two regions

### Security Vulnerability Reporting Guidelines

We value the security community's role in protecting our systems and users. To report a security vulnerability:

- Email support@berri.ai with details
- Include steps to reproduce the issue
- Provide any relevant additional information

We'll review all reports promptly. Note that we don't currently offer a bug bounty program.
",2024-09-02 14:41:29,"['Generic policy', 'Generic policy', 'User guideline', 'User guideline', 'User guideline', 'User guideline', 'Reporting mechanism']",email,5.3,10,0,10,0,0,10,10,10,0,9,10,10,2,9,10,0,0,0,12.0,46.0,3.0,5.0,11.0,0.0,0.0,0.0,1567.0,1315.0,1543.0,6.0
borgbackup/borg,https://github.com/borgbackup/borg,8798,3458,2015-05-12,291,4100,8254,11167,11167,742,150,https://api.github.com/repos/borgbackup/borg/contents/SECURITY.md,"# Security Policy

## Supported Versions

These borg releases are currently supported with security updates.

| Version | Supported          |
|---------|--------------------|
| 2.0.x   | :x: (not released) |
| 1.2.x   | :white_check_mark: |
| 1.1.x   | :x:                |
| < 1.1   | :x:                |

## Reporting a Vulnerability

See there:

https://borgbackup.readthedocs.io/en/latest/support.html#security-contact
",2022-01-22 13:36:31,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email,6.4,10,0,10,2,0,10,10,10,0,9,10,-1,0,10,10,8,0,10,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,42.0,29.0,1.0
caronc/apprise,https://github.com/caronc/apprise,900,2530,2017-11-25,74,593,1151,11868,11868,414,68,https://api.github.com/repos/caronc/apprise/contents/SECURITY.md,"# Security Policy

## Supported Versions

| Version | Supported          |
| ------- | ------------------ |
| 0.9.x   | :white_check_mark: |
| < 0.9.x | :x:                |

## Reporting a Vulnerability

If you find a vunerability, please notify me at lead2gold@gmail.com. If the vunerability
is severe then please just open a ticket at https://github.com/caronc/apprise/issues
",2021-09-20 21:55:59,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email,5.2,10,1,10,0,1,10,10,0,0,10,10,-1,0,10,10,0,0,10,0.0,45.0,85.0,0.0,5.0,0.0,0.0,1.0,126.0,141.0,104.0,2.0
celery/celery,https://github.com/celery/celery,12707,5667,2009-04-24,395,3568,8673,24776,24776,4664,472,https://api.github.com/repos/celery/celery/contents/SECURITY.md,"# Security Policy

## Supported Versions

Use this section to tell people about which versions of your project are
currently being supported with security updates.

| Version | Supported          |
| ------- | ------------------ |
| 5.3.x   | :white_check_mark: |
| 5.2.x   | :x:                |
| 5.1.x   | :x: |
| < 5.0   | :x:                |

## Reporting a Vulnerability

Please reach out to auvipy@gmail.com & omer.drow@gmail.com for reporting security concerns via email.
",2021-11-19 05:47:26,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email,6.2,10,3,10,5,6,10,10,10,0,9,10,-1,0,10,10,-1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,43.0,21.0,7.0,0.0
certifi/python-certifi,https://github.com/certifi/python-certifi,279,4689,2011-12-28,36,170,319,831,831,250,38,https://api.github.com/repos/certifi/python-certifi/contents/SECURITY.md,"# Reporting Security Issues

To report a security issue, please disclose it at [security advisory](https://github.com/certifi/python-certifi/security/advisories/new).

We will respond within 7 working days of your submission. If the issue is confirmed as a vulnerability, we will open a Security Advisory and acknowledge your contributions as part of it. This project follows a 90 day disclosure timeline.

",2023-03-20 21:35:59,['Reporting mechanism'],advisory,7.5,10,3,8,0,6,10,10,10,0,9,10,10,5,0,10,-1,10,10,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,148.0,135.0,118.0,0.0
ckan/ckan,https://github.com/ckan/ckan,26427,4737,2011-11-10,292,4556,8006,4445,4445,1990,196,https://api.github.com/repos/ckan/ckan/contents/SECURITY.md,"# Security Policy

## Reporting a Vulnerability

If you find a potential security vulnerability please email security@ckan.org, rather than creating a public issue on GitHub.

We aim to respond to all valid reports within three working days.


## Supported Versions

Security updates are offered for the **2 most recent** minor CKAN releases. It is critical to always run the latest patch
release for a minor version. To find out the currently supported version and learn more about CKAN releases see here:

    https://docs.ckan.org/en/latest/maintaining/releases.html

Fixed security vulnerabilites are assigned a CVE and registered using [GitHub Security Advisories](https://github.com/ckan/ckan/security/advisories), and also included in the [CHANGELOG.rst](CHANGELOG.rst).

Again, only the latest patch release contains all security patches applied so please ensure your CKAN instance is running on a supported version to avoid exposing your users and your data.
",2019-11-07 21:22:42,"['Generic policy', 'Reporting mechanism', 'Scope of practice']",email,6.6,10,0,10,0,8,10,10,10,0,9,10,-1,0,10,10,-1,0,7,0.0,15.0,6.0,0.0,5.0,0.0,0.0,2.0,78.0,784.0,297.0,0.0
clinical-genomics/scout,https://github.com/clinical-genomics/scout,10483,3672,2014-10-10,30,2276,4885,151,151,46,15,https://api.github.com/repos/clinical-genomics/scout/contents/security.md,"# Security Policy

## Reporting a Vulnerability

Please report suspected security vulnerabilities to `chiara.rasi [at] scilifelab.se` or `daniel.nilsson [at] scilifelab.se`

We warmly welcome all security feedback. We support the main branch and latest release with hot fixes as needed. Should you find a vulnerability for an older version, obviously please also be in touch, and we will see what we can do, especially if it is one that you know to be deployed in production somewhere.
",2022-03-21 13:17:15,"['Generic policy', 'Reporting mechanism']",email,5.9,10,0,10,0,10,10,10,0,0,10,10,10,0,10,4,-1,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,18.0,0.0
cobbler/cobbler,https://github.com/cobbler/cobbler,9625,4739,2011-11-08,247,2072,3674,2619,2619,654,137,https://api.github.com/repos/cobbler/cobbler/contents/SECURITY.md,"# Security Policy

## Supported Versions

| Version   | Supported                 |
| --------- |---------------------------|
| 4.0.X     | Next API breaking Release |
| 3.4.x     | Current Version: 3.4.0    |
| 3.3.x     | Security only             |
| 3.2.x     | EOL                       |
| 3.1.x     | EOL                       |
| 3.0.x     | EOL                       |
| 2.8.x     | EOL                       |
| 2.6.x     | EOL                       |
| 2.4.x     | EOL                       |
| 2.2.x     | EOL                       |
| < 2.x.x   | EOL                       |

Due to the amount of maintainers we have, we can only support the most current version. Old versions won't be actively
maintained.

## Reporting a Vulnerability

If you find a security vulnerability we would love if you could report this to
[cobbler.project@gmail.com](mailto:cobbler.project@gmail.com). This address is under control of @SchoolGuy currently.

Please be aware that since this project is not professionally managed we may have a hard time fixing this by ourselves.
The more details we get, the more likely it is that we can react to it properly.

Since there is no funding for Cobbler, we can't offer you anything but our deepest thanks for finding a security issue.

## Known problems

All open security problems which are publicly known are to be found at:

> https://github.com/cobbler/cobbler/issues?q=is%3Aissue+is%3Aopen+label%3Asecurity

## Remarks

We don't offer a SELinux profile or an Apparmor profile. Also this tool manages your
DHCP and TFTP server. This implicates that Cobbler has a lot of control of your network, thus we would advise you to
protect it as much as possible. However please be aware of the implications when using it. There is code in there to
automatically download and update files on your local filesystem as well as serving files like bootloaders which have
the potential (if compromised) to do a lot of harm.
",2020-08-01 10:33:39,"['Generic policy', 'Scope of practice', 'Reporting mechanism', 'History of vulnerability', 'User guideline']",email,6.9,10,6,10,0,10,10,10,0,0,10,10,10,0,10,10,-1,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,1.0
codecov/codecov-python,https://github.com/codecov/codecov-python,669,3737,2014-08-06,50,185,340,185,185,139,21,https://api.github.com/repos/codecov/.github/contents/SECURITY.md,"# Codecov Responsible Disclosure Policy

Data security is a top priority for Codecov, and Codecov believes that working with skilled security researchers can identify weaknesses in any technology.

If you believe you’ve found a security vulnerability in Codecov’s service, please notify us; we will work with you to resolve the issue promptly.

Even though we don't have a bug bounty program, we will ensure that your findings gets passed along to the security team for remediation if you’ve found a security vulnerability in Codecov’s service.

## Disclosure Policy

- If you believe you’ve discovered a potential vulnerability, please let us know by emailing us at security@codecov.io . We will acknowledge your email within five business days.
- Provide us with a reasonable amount of time to resolve the issue before disclosing it to the public or a third party. We aim to resolve critical issues within five business days of disclosure.
- Make a good faith effort to avoid violating privacy, destroying data, or interrupting or degrading the Codecov service. Please only interact with accounts you own or for which you have explicit permission from the account holder.

## Exclusions

While researching, we’d like you to refrain from:

- Distributed Denial of Service (DDoS)
- Spamming
- Social engineering or phishing of Codecov employees or contractors
- Any attacks against Codecov’s physical property or data centers
- Thank you for helping to keep Codecov and our users safe!

## Changes

We may revise these guidelines from time to time. The most current version of the guidelines will be available at https://codecov.io/security

## Contact

Codecov is always open to feedback, questions, and suggestions. If you would like to talk to us, please feel free to email us at security@codecov.io, and our PGP key is at https://codecov.io/.well-known/security.txt.
",2022-08-18 14:27:11,"['Generic policy', 'Reporting mechanism', 'User guideline', 'User guideline', 'Information on maintainer']",email,5.2,10,0,0,0,8,10,10,10,0,10,0,-1,0,0,10,-1,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,7.0,0.0
codingjoe/django-s3file,https://github.com/codingjoe/django-s3file,353,3641,2014-11-10,14,271,307,79,79,16,10,https://api.github.com/repos/codingjoe/django-s3file/contents/SECURITY.md,"# Security Policy

## Security Considerations

The wake of CVE-2022-24840 revealed the importance to document security considerations.
The following attack vectors have been considered during development. Should there be
a possible vector or consideration missing, please contact the maintainers, as described
below.

We use [pre-signed POST URLs](s3-pre-signed-url) to upload files to AWS S3.
[Django's internal signer](django-signing) is used to sign the upload path and validate
it before fetching files from S3.

Please note, that Django's signer uses the `SECRET_KEY`, rotating the key will void all
signatures. Should you rotate the secret key, between a form GET and POST request, the
form will fail. Similarly, Django will expire all sessions if you rotate the key.

[s3-pre-signed-url]: https://boto3.amazonaws.com/v1/documentation/api/latest/guide/s3-presigned-urls.html
[django-signing]: https://docs.djangoproject.com/en/stable/topics/signing/

### Upload of malicious files

AWS S3 supports MIME type detection and content-type enforcement.
You can limit the upload of malicious files via the MIME type [accept][accept].
However, this is not a security measure, and you should always validate files before
processing them.

[accept]: https://developer.mozilla.org/en-US/docs/Web/HTML/Attributes/accept

### Request file injection

Though files can always be included in a request, CVE-2022-24840 revealed that we need
to consider people injecting any files that reside on your S3 bucket. However, we do
presign the upload location and validate it before fetching files from S3.

### Path traversal & timing attacks

We fetch files from your S3 bucket. This behavior could be used to brute force valid
file names. We mitigate this by signing the allowed upload path and validating it.
The upload path is unique for each file input and request. Therefore, an attacker can
not escape and access any files but the one uploaded by the attacker.

## Reporting a Vulnerability

NEVER open an issue or discussion to report a vulnerability.

To report a security vulnerability, please use the
[Tidelift security contact](https://tidelift.com/security).
Tidelift will coordinate the fix and disclosure.

You may also contact one of the maintainers of the project either via email or Telegram:

* Email: [johannes@maron.family](mailto:johannes@maron.family)
* Telegram: [@codingjoe](https://t.me/codingjoe)
",2022-06-06 10:38:02,"['Generic policy', 'User guideline', 'User guideline', 'User guideline', 'User guideline', 'Reporting mechanism']",email_external,6.3,10,0,10,0,2,10,10,10,0,10,9,-1,1,10,10,-1,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
cog-creators/red-discordbot,https://github.com/cog-creators/red-discordbot,2871,3223,2016-01-02,169,4122,6230,4803,4803,2305,213,https://api.github.com/repos/cog-creators/red-discordbot/contents/SECURITY.md,"# Security Policy

## Supported Versions

The table below explains the current state of our versions. Currently, only version
3.5 and higher are supported and receive security updates. Versions lower than 3.5
are considered End of Life and will not receive any security updates.

| Version       | Branch     | Security Updates   | End of Life        |
|---------------|------------|--------------------|--------------------|
| < 2.0         | master     | :x:                | :white_check_mark: |
| >= 2.0, < 3.0 | develop    | :x:                | :white_check_mark: |
| >= 3.0, < 3.5 | V3/develop | :x:                | :white_check_mark: |
| >= 3.5        | V3/develop | :white_check_mark: | :x:                |


## Reporting a Vulnerability

For reporting vulnerabilities within Red-DiscordBot we make use of GitHub's
private vulnerability reporting feature (More information can be found
[here](https://docs.github.com/en/code-security/security-advisories/guidance-on-reporting-and-writing/privately-reporting-a-security-vulnerability)).
This ensures that all maintainers and key members have access to the reported
vulnerability.

### Opening a Vulnerability Report

To open a vulnerability report please fill out [this form](https://github.com/Cog-Creators/Red-DiscordBot/security/advisories/new)

You will be asked to provide a summary, details and proof of concept for your vulnerability report.
We ask that you fill out this form to the best of your ability, with as many details as possible.
Furthermore, you'll be asked to provide affected products and severity.
These fields are optional and will be filled appropriately by the maintainers if not provided.

### Timeline

We will try to answer your report within 7 days. If you haven't received an answer by then, we suggest you reach
out to us privately. This can best be done via our [Discord server](https://discord.gg/red), and contacting
a member who has the Staff role.
",2022-12-25 14:40:35,"['Generic policy', 'Scope of practice', 'Reporting mechanism', 'Reporting mechanism', 'Projects practice']",advisory,6.3,10,8,10,0,7,10,10,0,0,10,10,10,0,10,10,0,0,10,0.0,34.0,15.0,34.0,13.0,43.0,0.0,0.0,992.0,990.0,4668.0,16.0
croatiacontrolltd/asterix,https://github.com/croatiacontrolltd/asterix,510,4194,2013-05-06,17,88,234,169,169,90,28,https://api.github.com/repos/croatiacontrolltd/asterix/contents/SECURITY.md,"# Security Policy

## Reporting a Vulnerability

Please report security issues to damir dot salantic at gmail dot com
",2021-10-11 09:53:26,"['Generic policy', 'Reporting mechanism']",email,4.0,10,0,5,0,2,6,10,0,0,10,0,-1,0,8,3,-1,0,10,22.0,48.0,5.0,4.0,2.0,0.0,0.0,0.0,978.0,459.0,364.0,5.0
cure53/dompurify,https://github.com/cure53/dompurify,2030,3907,2014-02-17,99,413,999,13907,13907,717,153,https://api.github.com/repos/cure53/dompurify/contents/SECURITY.md,"## Supported Versions

Always the latest release.

## Reporting a Vulnerability

First of all, please immediately contact us via [email](mailto:mario@cure53.de) so we can work on a fix. [PGP key](https://keyserver.ubuntu.com/pks/lookup?op=vindex&search=0xC26C858090F70ADA)

Also, you probably qualify for a bug bounty! The fine folks over at [Fastmail](https://www.fastmail.com/) use DOMPurify for their services and added our library to their bug bounty scope. So, if you find a way to bypass or weaken DOMPurify, please also have a look at their website and the [bug bounty info](https://www.fastmail.com/about/bugbounty/).
",2019-10-10 17:06:46,"['Scope of practice', 'Reporting mechanism']",email_external,6.5,10,0,10,0,5,10,10,10,0,9,10,-1,3,10,10,-1,0,7,0.0,33.0,2.0,7.0,1.0,4.0,0.0,0.0,199.0,460.0,252.0,0.0
dan1hc/fgr,https://github.com/dan1hc/fgr,53,243,2024-02-29,2,15,41,0,0,0,1,https://api.github.com/repos/dan1hc/fgr/contents/SECURITY.md,"# Security Policy

## Supported Versions

Use this section to tell people about which versions of your project are
currently being supported with security updates.

| Version | Supported          |
| ------- | ------------------ |
| 0.x     | :white_check_mark: |

## Reporting a Vulnerability

Please use [this link](https://github.com/dan1hc/fgr/security/advisories/new) to report a vulnerability.

Project maintenance will analyze the situation and respond with 24-48 hours, depending on severity.

If vulnerability is confirmed, it will be patched in a time period commensurate with severity.
",2024-03-02 01:00:43,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",advisory,6.1,10,6,6,5,0,3,10,10,0,10,0,10,0,8,10,0,9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,21.0,0.0
dask/distributed,https://github.com/dask/distributed,5918,3334,2015-09-13,305,5177,8812,1576,1576,719,57,https://api.github.com/repos/dask/.github/contents/SECURITY.md,"To report a security vulnerability to Dask, please go to https://tidelift.com/security and follow the instructions there.
",2020-08-26 13:42:16,[],external,6.2,10,0,9,0,7,10,10,10,0,10,10,-1,0,0,9,-1,0,10,13.0,209.0,35.0,5.0,0.0,0.0,0.0,0.0,3327.0,2430.0,518.0,52.0
datadog/guarddog,https://github.com/datadog/guarddog,920,868,2022-06-14,23,332,477,602,602,44,18,https://api.github.com/repos/datadog/guarddog/contents/SECURITY.md,"# Security Policy

## Supported Versions

Latest released major version.

## Reporting a Vulnerability

To report a vulnerability, please use GitHub's built-in ""Report a vulnerability"" feature: https://github.com/DataDog/guarddog/security/advisories/new

Your report will be private and only accessible to maintainers. You can expect to hear back within 1 week, on a best effort basis.
",2022-11-29 10:40:57,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",advisory,7.6,10,5,0,0,10,10,10,10,0,10,10,10,0,0,10,-1,10,10,0.0,8.0,0.0,34.0,0.0,0.0,0.0,0.0,119.0,129.0,205.0,3.0
datahub-project/datahub,https://github.com/datahub-project/datahub,10578,3268,2015-11-18,419,9529,11730,9852,9852,2904,251,https://api.github.com/repos/datahub-project/datahub/contents/SECURITY.md,"# Reporting Security Issues

If you think you have found a security vulnerability, please send a report to security@datahubproject.io. This address can be used for all of Acryl Data’s open source and commercial products (including but not limited to DataHub and Acryl Data). We can accept only vulnerability reports at this address.

It's not mandatory, but if you'd like to encrypt your message to us; please use our PGP key. The key fingerprint is:

A50B10A86CC21F4B7BE102E170764C95B4FACEBF

The key is available from [keyserver.ubuntu.com](https://keyserver.ubuntu.com/pks/lookup?search=A50B10A86CC21F4B7BE102E170764C95B4FACEBF&fingerprint=on&op=index).

Acryl Data will send you a response indicating the next steps in handling your report. After the initial reply to your report, the security team will keep you informed of the progress towards a fix and full announcement, and may ask for additional information or guidance.

**Important:** We ask you to not disclose the vulnerability before it have been fixed and announced, unless you received a response from the Acryl Data security team that you can do so.

## Security announcements

We maintain [Security Advisories](https://github.com/datahub-project/datahub/security/advisories) on the DataHub project GitHub repository,
where we will post a summary, remediation, and mitigation details for any patch containing security fixes.
",2022-09-28 03:16:07,"['Reporting mechanism', 'History of vulnerability']",email,5.9,3,0,10,0,10,10,10,10,0,10,10,10,0,10,10,-1,0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,24.0,31.0,5.0
dbt-labs/dbt-core,https://github.com/dbt-labs/dbt-core,6902,3156,2016-03-10,288,4860,10362,9841,9841,1621,139,https://api.github.com/repos/dbt-labs/dbt-core/contents/SECURITY.md,"[About dbt Core versions](https://docs.getdbt.com/docs/dbt-versions/core)
",2024-05-13 13:17:40,[],external,6.5,10,8,10,0,9,10,10,10,0,10,10,-1,0,9,9,0,0,4,2.0,98.0,5.0,1.0,0.0,0.0,0.0,0.0,222.0,230.0,267.0,2.0
deepset-ai/haystack,https://github.com/deepset-ai/haystack,3714,1811,2019-11-14,254,4054,7605,17408,17408,1897,141,https://api.github.com/repos/deepset-ai/haystack/contents/SECURITY.md,"# Security Policy

## Report a Vulnerability

If you found a security vulnerability in Haystack, send a message to
[security@deepset.ai](mailto:security@deepset.ai).

In your message, please include:

1. Reproducible steps to trigger the vulnerability.
2. An explanation of what makes you think there is a vulnerability.
3. Any information you may have on active exploitations of the vulnerability (zero-day).

## Vulnerability Response

We'll review your report within 5 business days and we will do a preliminary analysis
to confirm that the vulnerability is plausible. Otherwise, we'll decline the report.

We won't disclose any information you share with us but we'll use it to get the issue
fixed or to coordinate a vendor response, as needed.

We'll keep you updated of the status of the issue.

Our goal is to disclose bugs as soon as possible once a user mitigation is available.
Once we get a good understanding of the vulnerability, we'll set a disclosure date after
consulting the author of the report and Haystack maintainers.
",2022-09-02 10:00:14,"['Generic policy', 'Reporting mechanism', 'Projects practice']",email,6.1,10,8,10,0,10,10,0,10,0,10,10,-1,0,0,10,-1,0,10,13.0,99.0,12.0,21.0,0.0,0.0,0.0,0.0,849.0,618.0,1594.0,7.0
